DATA;DIA_DA_SEMANA;FERIADO;TIPO_FERIADO;DETALHES
2018-11-06;Terça-feira;International Day for Preventing the Exploitation of the Environment in War and Armed Conflict;United Nations observance;
2018-11-06;Terça-feira;Election Day;Observance;
2018-11-07;Quarta-feira;Diwali/Deepavali;Hindu Holiday;
2018-11-10;Sábado;World Science Day for Peace and Development;United Nations observance;
2018-11-10;Sábado;Marine Corps Birthday;Observance;
2018-11-11;Domingo;Veterans Day;Federal Holiday de 2018;
2018-11-12;Segunda-feira;World Pneumonia Day;Worldwide observance de 2018;
2018-11-12;Segunda-feira;Veterans Day (substitute);Federal Holiday de 2018;
2018-11-14;Quarta-feira;World Diabetes Day;United Nations observance;
2018-11-15;Quinta-feira;World Philosophy Day;United Nations observance;
2018-11-16;Sexta-feira;International Day for Tolerance;United Nations observance;
2018-11-17;Sábado;World Prematurity Day;Worldwide observance de 2018;
2018-11-18;Domingo;World Day of Remembrance for Road Traffic Victims;United Nations observance;
2018-11-19;Segunda-feira;World Toilet Day;United Nations observance;
2018-11-19;Segunda-feira;International Men's Day;Worldwide observance de 2018;
2018-11-20;Terça-feira;Universal Children's Day;United Nations observance;
2018-11-20;Terça-feira;Africa Industrialization Day;United Nations observance;
2018-11-21;Quarta-feira;The Prophet's Birthday;Muslim;
2018-11-21;Quarta-feira;World Television Day;United Nations observance;
2018-11-22;Quinta-feira;Thanksgiving Day;Federal Holiday de 2018;
2018-11-23;Sexta-feira;Black Friday;Observance;
2018-11-23;Sexta-feira;Native American Heritage Day;Observance;
2018-11-25;Domingo;International Day for the Elimination of Violence against Women;United Nations observance;
2018-11-26;Segunda-feira;Cyber Monday;Observance;
2018-11-27;Terça-feira;Giving Tuesday;Observance;
2018-11-29;Quinta-feira;International Day of Solidarity with the Palestinian People;United Nations observance;
2018-11-30;Sexta-feira;Day of Remembrance for all Victims of Chemical Warfare;United Nations observance;
2018-12-01;Sábado;World AIDS Day;United Nations observance;
2018-12-02;Domingo;First Sunday of Advent;Christian;
2018-12-02;Domingo;International Day for the Abolition of Slavery;United Nations observance;
2018-12-03;Segunda-feira;Chanukah/Hanukkah (first day);Jewish holiday;
2018-12-03;Segunda-feira;International Day of Persons with Disabilities;United Nations observance;
2018-12-05;Quarta-feira;International Volunteer Day for Economic and Social Development;United Nations observance;
2018-12-05;Quarta-feira;World Soil Day;United Nations observance;
2018-12-06;Quinta-feira;St Nicholas Day;Observance;
2018-12-07;Sexta-feira;International Civil Aviation Day;United Nations observance;
2018-12-07;Sexta-feira;Pearl Harbor Remembrance Day;Observance;
2018-12-08;Sábado;Feast of the Immaculate Conception;Christian;
2018-12-09;Domingo;International Anti-Corruption Day;United Nations observance;
2018-12-09;Domingo;World Genocide Commemoration Day de 2018;United Nations observance;
2018-12-10;Segunda-feira;Last Day of Chanukah;Jewish holiday;
2018-12-10;Segunda-feira;Human Rights Day;United Nations observance;
2018-12-11;Terça-feira;International Mountain Day;United Nations observance;
2018-12-12;Quarta-feira;International Day of Neutrality;United Nations observance;
2018-12-12;Quarta-feira;International Universal Health Coverage Day;United Nations observance;
2018-12-12;Quarta-feira;Feast of Our Lady of Guadalupe;Christian;
2018-12-13;Quinta-feira;National Guard Birthday;Observance;
2018-12-15;Sábado;Bill of Rights Day;Observance;
2018-12-17;Segunda-feira;Pan American Aviation Day;Observance;
2018-12-17;Segunda-feira;Wright Brothers Day;Observance;
2018-12-18;Terça-feira;Asarah B'Tevet;Jewish holiday;
2018-12-18;Terça-feira;International Migrants Day;United Nations observance;
2018-12-18;Terça-feira;Arabic Language Day;United Nations observance;
2018-12-20;Quinta-feira;International Human Solidarity Day;United Nations observance;
2018-12-21;Sexta-feira;December Solstice;Season;
2018-12-24;Segunda-feira;Christmas Eve;Federal Holiday de 2018;
2018-12-25;Terça-feira;Christmas Day;Federal Holiday de 2018;
2018-12-26;Quarta-feira;Kwanzaa (first day);Observance;
2018-12-31;Segunda-feira;New Year's Eve;Observance;
